alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
17;1;5;5;3; ;4;4;4;3;5;2;3;4;3;1;2;3;5;3;4;5;1;3;3;3;4;3;4;2;3;5;3;4;3;4;5;4;2;4;3;5;5;5;3;4;3;4;3;2;4;3;5;5;3;-1,53236456586856;1,7291509487394;-,873243411734859;,192456776516854;,0149617019767141;2,59306235873431;,427876034316495;2,6;3,71428571428571;3,5;-1,10837669505113;1,03438184054982;-1,07096067582373;3;2;-,519630860613124;,524846599161527;2,32554825570724;,572488974796249;4;3,44444444444444;3,85714285714286;3,85714285714286
18;2;5;5;3;1;3;3;2;5;4;4;5;4;3;5;4;1;3;5;5;3;1;5;5;5;3;3;5;3;2;5;5;3;3;2;1;1;1;1;3;2;5;3;4;1;1;1;3;3;5;4;1;3;5;1,18354302112989;,843524403449172;-,651932216320792;,5011602935625;-1,78041029640236;-,818855618560844;,00165338044262679;4,6;3,57142857142857;4,25;1,08688011501194;,849167919362369;,12599537362633;4;1;-,107743706161607;,460378710891697;-1,63246171997862;-1,88048264124761;3,4;3,77777777777778;1;3
19;1;5;5;3;1;5;5;3;3;5;5;1;5;2;2;1;3;3;4;1;3;1;5;3;5;2;5;5;4;5;1;2;1;1;1;5;2;1;1;5;3;5;3;5;1;2;3;4;4;4;3;2;5;5;-1,4946423096409;,146752721260939;1,13987200080179;1,75982315926582;,203070268743323;1,83148116347275;-,707619987692804;2,6;2,71428571428571;5;-1,10837669505113;-,262115607762365;1,32295142307639;3;2;,811185326093655;-,407399663757731;,836974477661864;-,78260316829185;3,8;3,33333333333333;2;3,28571428571429
20;2;5;5;3;1;4;5;2;5;5;5;3;4;4;3;1;3;5;4;5;1;1;3;3;5;5;5;5;5;5;4;3;4;3;5;1;1;1;1;2;4;5;5;3;1;1;3;5;1;5;5;1;4;5;-,953022839491957;,253876624462592;1,58035761958638;,472763309328838;,425482676782374;-,967166057791525;,159233117884467;3,2;3,28571428571429;4,75;-,449799652032208;,478740076987457;,923966073259706;3;2;,171643947659949;,208507353971257;-1,42644830417812;,455434672554597;4,4;4,22222222222222;1;4,28571428571429
21;2;5;5;3;1;4;4;1;5;5;5;4;3;3;5;1;1;3;2;5;1;1;4;5;5;1;5;5;4;5;2;3;5;5;5;1;1;1;1;3;4;5;5;4;2;1;1;2;1;2;5;1;2;3;1,10549725532065;-1,74460748611598;,548605862175339;,404460895870876;,10606416201627;-,322521129308932;,775739202225062;4,2;2;4,5;,64782875299933;-1,18818521369964;,524980723443018;3;2;-,512448838918443;-,283385385584722;-,970168417556918;,304286408322094;4,2;3,44444444444444;1,14285714285714;4
22; ;5;5;3;1;4;4;2;4;3;3;1;3;3;3;2;3;3;3;3;3;2;3;3;3;2;4;4;4;5;3;3;4;3;3;2;3;2;3;4;4;5;3;3;2;4;4;3;2;4;5;2;4;3;-,808531777156338;,3303849267805;-1,66641855693545;-,0086624548080866;,690216892300335;1,20115300605647;-,314794812845787;2,6;2,71428571428571;3;-1,10837669505113;-,262115607762365;-1,86893137545711;1;2;,0730970704479026;-,206679369710944;,980393470626058;,448435473567549;4,2;3,44444444444444;2,57142857142857;3,85714285714286
23;2;5;5;3;1;4;4;1;5;5;5;4;4;4;3;1;3;5;3;5;5;1;4;4;5;4;5;5;5;2;3;3;5;5;5;1;1;1;1;3;1;5;5;5;1;1;5;5;1;5;5;1;5;5;-,0815147431649103;,0598668839727628;1,37880420717343;1,01836569965392;-1,51381052723616;-1,12222181323465;1,96120410985233;3,8;3,42857142857143;4,75;,208777390986714;,663953998174913;,923966073259706;4;1;,275355628740045;1,39261092142947;-1,3581631033772;-,70859261237273;5;4,77777777777778;1;3,42857142857143
24;1;5;5;3;1;3;2;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;3;1;5;4;1;1;1;1;1;5;1;5;1;1;1;1;1;3;1;3;5;5;1;1;1;1;1;2;1;1;-1,5961429224841;-1,08791487848636;-4,05023375200312;1,12387741585182;-3,56437115924427;4,16874434104692;,0314947596748671;1;1;1,5;-2,86458214310159;-2,48468266201183;-4,26284347435724;1;3;-1,53828450786267;-1,34926774289699;1,35050706071004;-2,00423697722049;2,8;1,66666666666667;2,85714285714286;1,57142857142857
25;2;5;5;3;1;4;5;1;1;3;3;1;3;2;1;1;4;2;1;1;2;1;3;2;3;2;2;5;3;3;3;2;1;1;5;1;1;5;1;3;5;5;3;3;3;3;3;1;3;3;3;1;5;5;-1,38434565506287;-1,0773097986669;-1,64871526209098;-,445659843833602;-,160013433742417;,279584059728179;,164255134430037;1,8;1,42857142857143;3;-1,98647941907636;-1,92904089844946;-1,86893137545711;1;3;-,337914280403809;-,400302802338297;,42846503591367;-1,02390379194666;3,2;3,11111111111111;2,14285714285714;3,28571428571429
1;1;5;6;1;16;4;4;1;5;4;1;5;1;1;1;5;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,46257530192348;,802025034605035;-3,37890648489981;-3,33371254105801;-2,63044829506547;-1,40476430593727;-1,24980959089806;1,8;2,71428571428571;1,75;-1,98647941907636;-,262115607762365;-3,86385812454055;1;3;-3,63229199336415;-2,11374515415169;-1,75359666714001;-1,68528184247261;1;1;1;1,57142857142857
2;2;5;6;1;1;4;4;2;4;4;4;5;4;5;4;2;1;4;5;5;3;1;5;5;4;4;5;5;5;5;4;3;5;5;5;2;4;1;1;5;4;5;5;4;1;2;4;5;1;5;5;1;5;4;1,2469372274001;,509651646232597;-,416164537040146;,546939728353276;1,08687804587644;,00171598680357559;1,11808827361828;4,8;3,42857142857143;4;1,30640579601825;,663953998174913;-,272989976190358;4;1;,236486059509278;,591609924983573;-,222549093820883;1,5255604506513;4,8;4,55555555555556;1,71428571428571;4,71428571428571
3;1;5;6;1;1;3;3;1;5;4;3;3;3;3;4;3;5;1;1;3;1;3;5;5;4;3;4;5;5;3;5;3;2;5;5;3;4;1;1;5;4;5;3;5;1;3;3;3;1;5;5;3;4;4;,984225958718977;-,887529972308914;-1,20411008835875;,4660286887442;,0754292533356624;,786432788024691;1,52221966330486;4;2,14285714285714;3,5;,428303071993022;-1,00297129251219;-1,07096067582373;3;2;-,511908622021956;1,0809332866415;,10257895831453;,370765501196684;3,8;4,33333333333333;2,28571428571429;4,28571428571429
4;2;5;6;1;1;4;4;1;3;5;4;2;3;3;2;1;4;3;3;4;3;1;3;4;4;2;4;4;4;3;3;3;4;3;3;1;1;1;1;4;3;4;4;3;2;1;2;2;4;4;3;3;3;5;-,691295426077795;-,816639915080441;,0929758952978103;-,210977298194315;-,342065886113219;-,584939634746374;-,160284817328571;2,8;2,28571428571429;4;-,888851014044823;-,817757371324732;-,272989976190358;3;2;-,446803840570641;,0409533265106531;-,569100796049492;-,937464542594735;3,6;3,22222222222222;1,42857142857143;3,28571428571429
6;1;5;6;1;1;2;3;1;1;5;4;1;3;1;1;5;1;1;1;5;1;2;1;1;5;5;4;5;3;2;1;1;1;1;2;5;5;4;5;1;2;5;1;2;4;1;5;5;5;1;5;4;1;2;-2,63037490001147;-,244032393714106;-,0440274029165992;1,68639610160386;-2,64793980863644;2,1203923121574;-1,3947331840237;1;2,14285714285714;4,25;-2,86458214310159;-1,00297129251219;,12599537362633;2;3;1,75620340878223;-1,40490861337654;3,02387864927233;-2,9523430509282;4;2,22222222222222;4;1,57142857142857
7;2;5;6;1;1;3;4;2;4;5;5;4;5;5;5;3;2;5;5;5;3;5;4;4;5;5;5;5;5;5;5;4;4;3;5;1;3;2;4;4;5;5;5;5;1;1;4;5;1;5;5;5;5;5;,443404210494036;,858335657479013;1,11900629598696;,437030195170002;,957066791307192;-,769306253872077;,937789635866934;4,4;3,85714285714286;5;,867354434005637;1,21959576173728;1,32295142307639;4;1;,270586992868061;1,16374489415205;,244075314755383;,974923572009332;4,6;4,66666666666667;2,42857142857143;4,85714285714286
8;2;5;6;1;1;4;4;3;5;4;4;3;3;3;4;3;1;3;4;5;4;1;4;4;4;5;5;5;5;5;4;4;4;5;5;2;3;1;1;3;3;5;4;1;1;1;4;5;1;5;5;1;5;5;-,200247127467922;1,42163930738266;-,67903182334485;,627805155764891;,325855314146973;-,623069919585817;,313773207615928;3,6;3,85714285714286;3,75;-,010748290019593;1,21959576173728;-,671975326007045;3;2;,411153401263161;,408603818790329;-,930361696420905;,520641224030039;4,6;4,44444444444444;1,42857142857143;4,14285714285714
9;2;5;6;1;1;4;4;3;4;5;5;3;4;4;4;2;3;4;4;5;3;1;3;3;5;4;4;4;4;4;4;3;4;3;3;2;3;2;3;3;4;3;3;5;1;2;3;3;2;2;4;1;3;4;-,553356294500437;,560769283965144;,937634849619172;-,636727876852588;-,199383482562797;,0759217209637741;,454499689383966;3,4;3,42857142857143;4,75;-,230273971025901;,663953998174913;,923966073259706;3;2;-,516675421098244;,0149158431312251;,14075392561929;-,170976663536138;3,6;3,33333333333333;2;3,71428571428571
11;2;5;6;1;1;5;5;2;5;5;4;5;5;5;5;2;4;5;1;5;1;2;3;4;5;3;5;5;5;5;5;5;5;2;1;1;5;2;1;5;5;5;5;2;1;2;5;5;2;2;3;1;3;4;,967841508343182;-,759092188884427;,839958650345845;,839312049967826;1,76201643441414;-,172817947665637;-2,08350170628292;4,4;2,71428571428571;4,75;,867354434005637;-,262115607762365;,923966073259706;4;1;1,2493651342106;-1,81080112876953;,370599283367241;2,02959805245536;5;3;1,85714285714286;4,85714285714286
12;2;5;6;1;1;4;4;2;5;5;3;3;4;3;1;1;4;3;2;5;2;1;2;1;4;5;1;5;5;3;3;5;5;5;5;1;2;1;1;5;5;5;4;3;1;1;3;5;2;5;5;1;5;5;-2,15560590465922;,310059970840161;,482257884446417;-1,15504583575609;,903624389207291;-1,36685566248392;1,15848573038865;2;2,85714285714286;4;-1,76695373807005;-,0769016865749092;-,272989976190358;2;3;-,608689258997926;1,42202387503023;-1,17693397326898;,290247673348791;3,8;4,77777777777778;1,14285714285714;4,14285714285714
13;2;5;6;1;1;4;4;1;4;4;3;5;3;5;4;2;1;2;4;5;3;1;4;4;4;3;5;4;5;3;4;2;4;5;4;2;2;3;1;4;5;4;4;4;1;2;3;5;1;5;5;1;5;4;1,24783238836198;-,356967773653791;-1,1747204103145;,000224394298160466;,414384553269973;-,0843478128149424;1,16906584364702;4,4;2,71428571428571;3,5;,867354434005637;-,262115607762365;-1,07096067582373;3;2;-,207436179772424;,595224939421559;-,2923537374878;,651582682194974;4;4,33333333333333;1,71428571428571;4,28571428571429
14;1;5;6;1;1;4;5;4;5;5;5;4;5;2;2;1;5;5;5;5;5;1;4;3;5;3;5;5;5;5;5;2;5;1;5;1;4;2;1;5;5;1;5;1;1;1;1;5;1;5;5;3;5;5;-1,41593204014411;1,56688796927587;1,24441633896216;-,996948395208566;2,00492833259702;-1,25526201438536;-,903479437806539;3;4;5;-,669325333038516;1,40480968292473;1,32295142307639;4;2;-,528959592518657;-,648413114624973;-,831260418872239;1,92519720160481;3,4;3,77777777777778;1,85714285714286;5
15;1;5;6;1;1;5;5;1;4;5;5;4;4;4;4;1;1;3;3;4;3;1;5;5;5;3;3;5;4;4;4;5;4;1;1;1;1;1;1;5;1;5;5;3;1;1;4;3;1;5;5;1;5;5;,954684874866381;-,976328733940718;,911544969701965;,563122287578902;,0234657592353885;-,931496024021798;-1,20167800443858;4,4;2,57142857142857;4,75;,867354434005637;-,44732952894982;,923966073259706;4;1;,183800749555436;-,25753488073794;-1,6061878896266;,0704495077963982;4,2;3,66666666666667;1;4
16;2;5;6;1;1;4;4;5;5;5;5;3;5;5;3;5;1;5;5;5;1;1;3;5;5;5;5;5;5;5;5;5;5;5;5;1;5;1;5;5;5;5;5;1;1;3;5;5;1;5;5;1;5;5;-,429608598493535;2,0855722392763;,922325058200084;,262572448544673;1,86505698096854;-,245467549959027;-,0255842119311461;3,8;4,42857142857143;5;,208777390986714;1,9604514464871;1,32295142307639;4;1;1,22819761177683;,244203646292199;,365281310955521;1,59922728239212;5;4,55555555555556;2,42857142857143;5
17;1;5;6;1;1;3;2;1;1;4;3;1;3;1;1;1;5;1;2;2;1;2;1;1;2;2;4;4;3;2;1;1;1;1;2;3;5;5;4;1;2;2;1;3;4;4;1;1;5;1;2;2;1;2;-2,37116992878985;-1,05910654983763;-1,54079513464057;-,187280954720752;-2,21997827826888;2,19090802766152;-,951029953303207;1;1,28571428571429;3;-2,86458214310159;-2,11425481963692;-1,86893137545711;1;3;-,233787786098804;-1,96758180703852;2,57177888384079;-2,44731356272554;2,4;1,55555555555556;3,85714285714286;1,57142857142857
18;2;5;6;1;4;3;4;2;4;5;4;3;3;3;4;2;3;2;2;5;3;1;3;3;4;2;4;5;2;2;4;2;1;2;2;2;3;4;3;4;3;3;3;3;4;2;3;2;3;3;2;2;2;3;-,183109228331064;-,580555635424832;-,308952024046989;,414894475785756;-1,40576480908853;1,1838382754217;-,72612029096556;3,2;2,42857142857143;4;-,449799652032208;-,632543450137276;-,272989976190358;3;2;,0518451648362117;-1,35446858251883;1,26640316916889;-1,10215816198396;3,2;2,33333333333333;2,85714285714286;3
19;1;5;6;1;7;2;2;2;3;4;5;4;4;4;3;2;1;3;4;3;3;1;4;3;4;3;3;4;3;3;4;3;5;5;5;3;3;3;3;4;3;4;4;4;3;3;4;4;4;3;4;2;3;4;,00744194199750796;,0318771463561499;-,0669663579191846;-,621929571179973;-,502497518081321;1,30420408574789;1,37419544785299;3,6;2,85714285714286;4,25;-,010748290019593;-,0769016865749092;,12599537362633;3;2;-,456295660950129;1,10742960432239;1,4830009558248;-,428182137954163;4;3,88888888888889;2,85714285714286;3,28571428571429
20;1;5;6;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;4;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;5;5;,880254678256317;2,56608468170113;,476999206452788;,835510541258524;,859653546000875;3,82855920362768;1,66887505535332;5;5;5;1,52593147702456;2,70130713123692;1,32295142307639;4;1;1,2019308071871;1,0651161333538;4,36136976842641;,60054594117958;4,8;4,11111111111111;4,42857142857143;4,14285714285714
1;2;5;6;2;1;2;4;1;3;5;4;3;4;2;3;1;2;5;4;5;1;1;4;3;5;5;5;5;4;5;4;5;5;5;3; ;1;1;1;5;3;5;3;1;1;1;5;3;1;5;5;1;5;5;-1,0067047774729;,0261106560218989;,913751619042727;,846691246392865;,319064997659347;-,381373625327337;-,231992396531898;3;2,85714285714286;4,5;-,669325333038516;-,0769016865749092;,524980723443018;3;2; ; ; ; ;5;4,11111111111111; ;4,14285714285714
2;1;5;6;2;1;5;3;3;1;5;3;5;5;3;3;1;5;3;1;1;1;2;5;5;3;2;5;5;3;5;5;4;5;5;1;1;5;1;1;5;5;5;5;1;1;2;5;2;1;5;5;1;1;2;1,00931280555862;-1,18210504907323;-,861927894534541;,674170746573328;1,23574962365288;,033053228886573;-1,84478869467968;4,2;1,71428571428571;4;,64782875299933;-1,55861305607455;-,272989976190358;3;2;,666579160507398;-1,78850949526769;-,239184408872812;1,97739400568732;5;2,88888888888889;1,71428571428571;4,71428571428571
3;2;5;6;2;1;1;3;2;4;4;4;4;4;4;3;1;2;3;4;4;1;2;3;5;4;2;5;5;4;5;3;4;5;2;5;1;1;3;1;3;5;5;3;2;1;1;3;3;2;5;5;2;4;4;,490773221738826;-,658744082622437;-,319949177544638;,438227326550378;,393368514842189;-,804301193801492;-,38304112918033;3,8;2,42857142857143;4;,208777390986714;-,632543450137276;-,272989976190358;3;2;,52295554561978;-,254281464422923;-,549819557477542;,0767855327663498;4,6;3,77777777777778;1,42857142857143;3,85714285714286
4;1;5;6;2;1;5;5;1;2;5;5;1;5;5;1;1;1;1;1;4;3;1;2;2;4;1;5;5;4;5;1;2;5;1;4;1;1;5;1;5;1;5;4;1;2;2;5;1;1;5;2;2;1;1;-1,25255424068544;-1,89623199681979;1,02544414057781;,810257429357485;,131469439944872;-,0926278932509016;-1,87854199563909;2,2;1,42857142857143;4,75;-1,54742805706375;-1,92904089844946;,923966073259706;2;3;,323945204335979;-2,90767482982115;,455147251782076;1,42779651570206;5;2;2;3,57142857142857
5;1;5;6;2;1;4;5;1;5;5;4;5;5;5;5;1;1;5;5;3;5;1;5;5;5;3;5;5;3;5;5;4;5;5;1;1;5;1;1;5;5;5;5;1;1;5;5;5;1;5;5;1;4;5;1,30427661977217;,176304172084734;,848996204650877;,729008434889047;1,62550252732552;1,01582845181253;-1,43101742328987;5;3,57142857142857;4,75;1,52593147702456;,849167919362369;,923966073259706;4;1;,854925066699366;-,725117621105613;,22022330464417;1,95187366049334;5;3,88888888888889;2,14285714285714;4,71428571428571
6;1;5;6;2;1;4;2;1;3;5;5;3;5;5;4;4;4;2;5;5;5;5;4;3;5;2;5;5;5;5;5;4;4;2;5;3;5;1;5;5;5;5;5;3;1;1;5;5;1;5;5;1;5;5;,209070093645718;,153272939020302;,583387362699834;,724022985546591;1,55054948526538;,0105401492019078;-,123054436076674;3,8;3,14285714285714;5;,208777390986714;,293526155800002;1,32295142307639;4;1;1,43209204910413;,0958380293475174;,465145988666488;1,23990220803666;4,8;4,33333333333333;2,42857142857143;5
7;1;5;6;2;1;3;4;1;2;5;5;4;3;5;4;1;3;3;5;2;4;1;5;5;4;4;5;5;2;4;5;3;4;5;2;4;1;1;2;4;3;5;4;3;2;2;4;3;4;4;5;1;2;5;1,1319838167343;-,510165207448388;,217692084444963;1,4028061271324;-,667189514884446;1,70411776593549;-,31878765290316;4,6;2,85714285714286;4,25;1,08688011501194;-,0769016865749092;,12599537362633;4;1;,904036016123043;,270693132336975;,369274691780407;-,996840750392553;4,6;3,55555555555556;1,85714285714286;3,42857142857143
8;1;5;6;2;1;5;3;1;1;5;4;1;5;5;1;1;5;1;1;5;3;1;3;3;5;1;5;5;3;5;1;1;5;1;3;1;3;5;1;5;1;5;3;1;2;3;5;1;1;5;1;3;1;1;-,680270312178882;-2,05953086336678;,753985351685361;,943830393687588;-,237381877167988;,484089627843193;-2,11611601529938;2,6;1,28571428571429;4,75;-1,10837669505113;-2,11425481963692;,923966073259706;2;2;,325750584982801;-3,37226450031433;1,14238406366952;1,46971936414699;5;1,66666666666667;2,57142857142857;3,28571428571429
9;1;5;6;2;1;3;4;1;2;5; ;4;3;4;2; ;5;2;1;1;2; ;2;4;3;1;2;2;1;4;4;2;3;1;4;1;2;3;2;2;1;2;4;1;3;2;1;4;2;4;4;2;5;3;,244693061849559;-1,81829461215047;-,577705131496165;-2,58805288470709;-,96240380657555;-,445454660470275;-,167560650631648;3,2;2,91645781119465;4,17105263157895;-,449799652032208;-5,75760527393582E-16;8,5048842596085E-15;3;2;-2,54541330422944;,00936422796943641;-,586263153310489;-,464035339837112;2;3,11111111111111;2,14285714285714;2,85714285714286
11;2;5;6;2;1;1;2;1;3;5;4;2;3;5;5;1;4;3;5;5;5;2;5;5;4;1;4;5;5;5;5;1;5;1;5;1;5;3;1;2;5;5;5;5;3;3;3;3;5;5;5;5;5;4;1,10439937321529;-,615332640641557;-,277038624362955;,181827668639761;,763004186144568;,484735792158368;,451264999157113;4,4;2,71428571428571;4;,867354434005637;-,262115607762365;-,272989976190358;3;2;,23411196489995;,465003449338454;1,43046269796513;,286108615513595;4,4;3,77777777777778;3;4
12;2;5;6;2;1;3;4;2;3; ;4;1;3;1;5;4;3;4;3;4;5;2;4;1;4;4;5;5;4;4;3;2;4;5;5;2;1;2;5;3;5;5;3;2;1;2;2;4;1;5;4;2;3;4;-1,53820988568913;1,44573336574753;-,626051496007816;,531454792889576;,0814943391540973;,0305395830057461;,309430855836167;2,4;3,57142857142857;4,17105263157895;-1,32790237605744;,849167919362369;8,5048842596085E-15;3;2;,539078110597698;-,244256064195799;,0671323255345106;-,0644764527797351;4,2;3,77777777777778;2,14285714285714;3,85714285714286
13;2;5;6;2;1;4;5;2;3;4;4;3;3;3;3;2;2;4;1;2;1;1;3;5;5;2;5;5;5;5;4;3;3;3;5;2;2;1;1;3;4;5;4;4;2;1;3;3;2;4;4;1;5;5;,317033073881853;-1,04732000647418;-,346831533773332;,720985721739587;,253362314306785;-,0486139286282899;,782756615647792;3,4;2,14285714285714;4;-,230273971025901;-1,00297129251219;-,272989976190358;3;2;,210740416592357;,433526780179803;-,529906216966204;-,0751234577266315;4,2;4;1,42857142857143;4,14285714285714
14;2;5;6;2;1;4;4;2;4;4;4;4;4;4;3;1;2;3;4;4;2;2;3;5;4;2;5;5;4;5;5;5;5;2;4;1;1;3;1;3;5;5;3;2;1;1;3;3;2;5;5;2;4;4;,474607058114395;-,510208872424512;-,340423152525276;,564367260721776;,401190588139165;-,720800147656997;-,679315511506483;3,8;2,57142857142857;4;,208777390986714;-,44732952894982;-,272989976190358;3;2;,589484019755154;-,181075782347893;-,628571129031557;,231421401792458;4,6;3,77777777777778;1,42857142857143;4,14285714285714
15;2;5;6;2;1;4;4;3;5;4;5;4;3;4;4;1;2;4;5;4;5;2;5;4;4;3;4;5;5;4;3;4;5;5;5;1;3;1;5;4;5;4;4;3;1;1;3;3;1;5;5;1;4;4;,416378740588823;,895121890178464;-,143820113277121;-,368130985942983;,709234739325452;-1,01672660553137;,860699315550794;4,2;3,71428571428571;4;,64782875299933;1,03438184054982;-,272989976190358;4;1;,272055220261121;,466750076736631;-,443785715345628;,301030337392145;4,2;4,22222222222222;1,85714285714286;4,28571428571429
16;1;5;6;2;1;3;4;4;3;4;4;4;4;4;3;2;1;1;3;5;3;2;4;4;4;3;5;5;4;5;4;4;3;2;3;2;1;4;2;4;4;5;3;4;2;2;4;2;2;4;4;1;5;4;,389563955872352;,10185117849721;-,856788178838229;1,00736763453888;,177532936187431;,629368167593313;-,0843353481635307;3,8;2,71428571428571;4;,208777390986714;-,262115607762365;-,272989976190358;3;2;,681997172348928;-,205924602979983;,471372137424227;-,0808281413225908;4,4;3,55555555555556;2;4
17;1;5;6;2;1;3;4;1;2;4;4;5;4;5;5;2;2;2;1;3;2;1;3;5;4;2;2;4;2;5;3;4;3;1;1;1;3;2;2;1;2;4;4;2;3;2;3;2;3;2;4;2;2;2;1,9763326528609;-1,90337797375608;-,840259701072457;-,828809654910236;-,753065276509922;,181318026286514;-1,71015686616879;4,6;1,71428571428571;4;1,08688011501194;-1,55861305607455;-,272989976190358;3;2;-,99020048108817;-1,2810572943867;,0763289938218021;-,581231660373318;3,2;2,22222222222222;2,14285714285714;2,85714285714286
18;1;5;6;2;1;2;4;3;1;3;4;5;3;4;2;1;1;3;5;3;4;3;1;3;2;4;5;4;2;3;3;2;5;2;2;4;3;3;4;1;3;3;3;2;3;3;4;3;3;3;2;1;2;3;-,419056726343867;,611307877283659;-1,87718496766773;,495142447083195;-1,45018100785211;2,06113856368989;-1,11763577105664;3;3;3;-,669325333038516;,108312234612546;-1,86893137545711;3;2;,491335653281336;-1,44251109386702;1,70107519779132;-,786596178926075;4,2;2,33333333333333;3;2,57142857142857
19;2;5;6;2;1;4;5;2;3;5;5;4;3;5;4;1;3;1;1;2;1;1;2;5;5;1;4;4;5;4;5;3;5;1;5;1;3;1;2;4;4;5;4;2;2;4;3;4;2;4;5;4;3;4;1,22660843867943;-2,4726169054986;,303129163077343;-,295878491882304;1,03775359252226;,338597861103939;-,896192254325202;4;1,42857142857143;4,5;,428303071993022;-1,92904089844946;,524980723443018;3;2;-,132684891121943;-,287644041519032;,331764385517354;,954089780971734;4,2;3,44444444444444;2,42857142857143;4,28571428571429
20;1;5;6;2;1;5;5;1;1;5;5;1;5;3;3;4;3;1;4;5;2;2;3;3;4;2;5;5;5;5;1;4;5;2;2;1;1;4;1;5;2;5;5;1;2;2;1;1;1;5;4;1;5;3;-,890546726697922;-,578072837366326;,206550593168706;1,06047460026317;,933756678083618;-,160352335585732;-1,55288178465669;2,6;2,14285714285714;4,75;-1,10837669505113;-1,00297129251219;,923966073259706;3;2;,444247326127666;-1,80196564264767;-,481707168598717;,890574998072167;4,2;3;1,71428571428571;4
1;1;5;6;3;1;3;2;2;4;5;4;5;5;4;5;3;1;5;3;3;3;1;5;5;4;4;5;5;4;5;5;4;4;4;3;2;1;2;3;3;4;4;5;4;1;1;5;4;1;5;3;2;5;5;1,17066868610344;,435761737984464;,152490435504234;,526765800572553;,343149971702542;-,256298618442365;,454603219847454;4,8;3,42857142857143;4,5;1,30640579601825;,663953998174913;,524980723443018;4;1;,122945264291609;,530169048388788;-,253702145124773;,760217252093955;4,6;4,11111111111111;1,71428571428571;4,42857142857143
2;1;5;6;3;1;5;5;1;5;5;4;1;5;4;1;1;5;2;1;3;1;2;2;3;4;1;3;5;2;1;5;2;5;2;5;2;5;2;1;3;4;4;5;2;2;2;3;4;2;4;3;3;1;3;-1,39226439922725;-1,50774196521649;,982013396848194;-,168566793114975;-,878282796180804;-,0288338864230845;-,585006571714376;2,2;1,71428571428571;4,5;-1,54742805706375;-1,55861305607455;,524980723443018;2;3;-,354750765163702;-1,1217318091791;,195018827703104;,435813940556389;4;2,88888888888889;2,42857142857143;3,42857142857143
3;1;5;6;3;1;4;5;5;1;5;4;2;4;3;5;1;5;2;4;2;5;1;2;5;4;5;5;5;5;1;5;4;3;5;1;1;1;1;1;5;5;3;5;3;1;2;4;2;4;5;4;1;4;5;-,285258797052109;,705930020776583;-,375780161350427;,495195417048594;,344478208307189;-,47276175295404;-,270734078964176;3,4;3,28571428571429;4,25;-,230273971025901;,478740076987457;,12599537362633;3;2;,618005326164012;,215048280278191;-,710588032977557;-,589061045894928;4;3,66666666666667;1,14285714285714;4
4;2;5;6;3;1;3;4;1;4;4;3;3;3;3;4;1;3;4;3;3;3;3;3;4;3;2;5;5;4;1;3;2;5;1;3;1;4;3;3;3;2;5;4;1;2;3;4;3;2;3;3;1;5;4;,114041508672923;-,373417660239756;-1,14452528499899;1,43492186772477;-1,15579141487894;-,0900358844267262;-1,14088497668996;3,4;2,57142857142857;3,25;-,230273971025901;-,44732952894982;-1,46994602564042;3;2;1,64143705971462;-1,81856921840862;,490029912286567;-,694785636988741;4,8;2,77777777777778;2,42857142857143;3
