alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
10;1;3;5;1;1;4;4;1;3;5;4;1;5;3;1;1;1;2;2;3;1;2;1;1;3;3;5;5;5;4;5;3;2;2;5;2;1;2;1;1;2;3;3;3;3;1;2;5;4;3;3;2;3;3;-2,49170382903117;-,876590085303986;,652323803999531;,307212421490958;-1,2026555577894;,0457056165790917;,200498329776543;1,4;1,85714285714286;4,25;-2,42553078108898;-1,3733991348871;,12599537362633;2;3;-,310706530360092;,0436325670961792;-,105587717220761;-1,08471520486762;3,4;3,33333333333333;1,71428571428571;3,14285714285714
11;2;3;5;1;1;4;4;3;4;5;4;3;4;3;2;4;3;4;3;3;3;2;4;2;4;4;4;5;3;4;3;4;3;4;5;2;2;4;5;4;4;5;4;5;3;2;2;4;4;5;4;2;4;4;-1,31659266884179;1,36587086117904;,0550729585511226;,404355006211412;-,356514919010569;,809268738823053;1,39551700100085;2,8;3,57142857142857;4,25;-,888851014044823;,849167919362369;,12599537362633;3;2;,450547174354567;1,11382758805224;1,33922723496687;-1,03258541440026;3,8;4,33333333333333;2,85714285714286;3,42857142857143
12;2;3;5;1;1;4;4;2;4;5;4; ;5;5;2;1;1;4;3;4;3;4;4;3;2;2;4;5;4;2;4;3;4;4;4;3;4;2;3;4;3;4;5;4;2;1;4;5;2;4;4;1;3;4;-,359859072764619;-,107946230791474;,0815862042707735;,50162635093202;-,633464327703268;,23779596790582;,659204162206639;3,60979228486647;2,71428571428571;4;3,41211451769608E-15;-,262115607762365;-,272989976190358;3;2;,415801665017284;,176547926210043;,337887762451147;-,0849645304548181;4,2;3,88888888888889;2,28571428571429;3,71428571428571
13;2;3;5;1;1;5;4;1;5;5;5;5;4;4;5;1;1;5;1;3;2;1;4;5;4;5;5;5;4;5;4;4;5;4;5;1;1;1;2;5;5;5;4;4;1;1;5;5;1;5;5;1;5;5;1,07471079186049;-,810247037879941;,977557805484506;,399119692353173;,784379019089114;-,666292325208581;,963668819452918;4,6;2,85714285714286;4,5;1,08688011501194;-,0769016865749092;,524980723443018;4;1;,521524805593267;1,00057335827184;-,706851413678305;,68087558174044;5;4,66666666666667;1,14285714285714;4,57142857142857
14;1;3;5;1;1;4;3;1;4;5;5;2;3;4;2;2;5;5;5;4;3;1;4;2;5;3;4;5;5;3;4;4;3;3;5;1;3;1;2;5;5;5;5;3;1;2;4;4;1;4;3;1;4;5;-1,29735028426002;,433261320289335;1,10868860416594;,138593219127286;1,03737960425736;-,705928605730779;,123969384845186;2,8;3,28571428571429;4,5;-,888851014044823;,478740076987457;,524980723443018;3;2;,263369632011631;-,202397449193529;-,52549582414571;,959911352740485;4,2;3,88888888888889;1,57142857142857;4,57142857142857
15;1;3;5;1;1;1;4;1;5;3;3;2;5;3;4;2;4;1;1;2;3;2;4;4;4;5;5;5;3;2;3; ;2;2;5;3;3;3;5;4;3;3;4;3; ;5;4;1;1;5;3;3;4;2;,0389801908707486;-,234810665827322;-,759315363168443;,480598016817849;-,463138244114184;1,57833353268427;,0867824473976045;3,4;2,57142857142857;3,75;-,230273971025901;-,44732952894982;-,671975326007045;3;2; ; ; ; ;3,8; ; ;3,42857142857143
16;2;3;5;1;1;5;4;2;4;5;5;4;4;5;4;1;3;4;3;4;5;1;5;5;5;5;5;5;5;3;5;3;5;3;5;1;3;1;1;3;2;5;5;3;1;1;4;5;1;5;5;1;5;4;,842322594815302;,0339095485673596;1,09358744002632;,874007858755532;-,553856888194949;-1,1831049900006;,550475192346029;4,6;3,42857142857143;4,75;1,08688011501194;,663953998174913;,923966073259706;4;1;,539000402492486;,203538715391406;-1,20141489279656;,272613286100505;4,8;4,22222222222222;1,28571428571429;4
17;1;3;5;1;1;4;4;1;1;5;4;1;5;1;1;1;5;1;1;1;1;1;1;1;1;3;5;5;4;4;5;2;5;1;5;1;1;1;1;4;5;5;5;1;1;1;5;5;5;1;1;5;1;1;-2,71233801272254;-1,1715698260573;-,359757154217086;,437513067714891;,954818103098857;-,89815512715678;-1,72703481849841;1;1,28571428571429;3,75;-2,86458214310159;-2,11425481963692;-,671975326007045;2;3;,502594037486548;-2,02982897563894;,730971210220917;1,30966168613125;5;2;1,57142857142857;4
18;2;3;5;1;1;3;4;4;4;5;4;3;1;3;2;2;3;1;1;5;1;1;3;3;4;1;3;4;4;1;5;1;3;3;3;2;2;1;3;3;1;5; ;1;1;2;3;1;5;3;4;1;3;3;-,455789409506156;-,797260857896123;-,94911988235958;,153215212015248;-1,28019110462374;-,559414530599547;-,72969763629782;2,8;2;3,5;-,888851014044823;-1,18818521369964;-1,07096067582373;3;2; ; ; ; ;3,6;2,44444444444444;1,71428571428571; 
19;2;3;5;1;1;2;3;2;5;5;4;3;4;2;3;2;4;4;4;4;2;1;4;4;4;5;4;5;5;3;5;5;4;4;5;3;4;1;1;3;3;4;3;4;3;2;4;5;4;4;4;1;4;3;-,873915578809852;,82508935511936;,439276176091537;,354149431390682;-,748333892867757;,899742495106359;1,21100854935045;3,2;3,42857142857143;4,25;-,449799652032208;,663953998174913;,12599537362633;3;2;,162381950855673;1,19431379186368;,640057711067615;-,579889163874585;4,2;4,22222222222222;2,14285714285714;3,42857142857143
20;2;3;5;1;4;4;3;1;1;5;4;1;3; ;2;1;5;5;1;2;1;1;1;4;3;4;1;3;2;5;1;3;3;2;4;2;4;3;2;1;3;1;3;5;2;3;4;2;1;3;2;1;5;3;-1,108041872622;-1,18931217995593;,157584742955537;-3,07013820820961;-,558075668014278;,259492044547294;1,29479489613149;3,60979228486647;2;3,75;3,41211451769608E-15;-1,18818521369964;-,671975326007045;3;2;-3,08083170732673;,461899600185518;,38615858161424;,191553781701072;2,4;3,22222222222222;2,42857142857143;2,85714285714286
21;1;3;5;1;1;2;2;4;5;5;4;5;5;5;4;5;4;5;5;5;5;1;5;4;4;4;5;5;5;5;5;5;5;3;5;3;1;1;4;4;4;4;4;4;1;1;4;5;5;5;5;2;5;5;,502615051447629;2,44793474515434;-,126032263408715;,441037804629388;,644759778008854;,0181818242234241;,72571996242152;4,6;4,71428571428571;4,5;1,08688011501194;2,33087928886201;,524980723443018;4;1;1,00750580957104;1,66438174856611;,404801000330592;-,551158165436944;4,6;4,66666666666667;1,85714285714286;4
22;2;3;5;1;1;4;3;3;2;4;5;5;5;3;2;1;1;2;4;3;5;3;1;4;2;3;2;3;2;4;5;4;1;3;4;5;4;2;4;2;5;5;5;4;5;4;3;2;2;1;2;4;3;5;-,528387967545067;,183290278486487;-,648634739997022;-,819724743073518;,187634155439254;3,35287833777705;,486687993667215;3;2,85714285714286;4;-,669325333038516;-,0769016865749092;-,272989976190358;3;2;-1,67237146557599;,687278939906865;2,40397839013267;,189188600979999;2,8;3,11111111111111;4;3,85714285714286
23;1;3;5;1;1;4;4;2;1;5;5;5; ;2;3;1;4;1;1;2;2;1;3;2;4;2;5;5;4;1;2;2;1;1;5;1;2;4;2;1;5;5;3;3;1;1;1;1;2;2;5;1;1;5;-,214140061477813;-1,70084851569488;-,0193527355793093;,842869653120593;-1,4667449994362;-,954026516557661;-,563469076503083;3;1,42857142857143;4,17105263157895;-,669325333038516;-1,92904089844946;8,5048842596085E-15;3;2;,751569489411028;-1,41906324924518;-,720855156743411;-2,16098692524956;3,4;2,77777777777778;1,71428571428571;2,85714285714286
24;2;3;5;1;1;4;4;2;4;5;4;3;4;3;3;3;4;4;5;4;1;1;3;2;4;4;3;4;5;5;3;2;3;3;5;3;3;4;2;3;5;4;3;1;5;3;3;5;2;5;5;2;2; ;-1,27023135910668;,884236636896316;,243829096413672;-,902836305091184;1,06183625637977;1,90676251571122;-,573248287745008;2,8;3,28571428571429;4,25;-,888851014044823;,478740076987457;,12599537362633;3;2; ; ; ; ;3,4; ;3,14285714285714;4
25;2;3;5;1;1;1;1;1;5;3;5;1;3;5;3;1;3;5;1;1;3;3;5;3;1;5;3;5;1;3;5;2;1;1;5;3;5;1;3;4;2;5;3;5;1;3;1;3;5;5;3;1;3;5;-,385325756558522;,168495571747102;-,575559465186277;,377689105231693;-1,49637901033011;,852903503607732;,491370421161291;3,4;3;3;-,230273971025901;,108312234612546;-1,86893137545711;3;2;,154196073408115;,197778923668701;,401283423425922;-1,89260473593021;3;3,55555555555556;2,42857142857143;2,71428571428571
1;2;3;5;2;1;5;4;1;2;5;4;3;5;3;5;1;4;2;1;5;5;1;5;5;4;3;4;5;2;1;5;4;2;5;5;1;3;2;5;5;2;5;5;5;1;1;3;1;1;5;5;2;2;5;,988309859327711;-1,24851014080598;,078674444394266;,540863123038488;-1,72965716340729;-,848230417390662;1,50064404126565;4,2;2,14285714285714;4,5;,64782875299933;-1,00297129251219;,524980723443018;3;2;,048886685832807;,867520237862278;-,677062964005967;-1,3377305505491;3,8;4,11111111111111;2,14285714285714;3,57142857142857
2;2;3;5;2;1;1;2;2;3;4;4;2;3; ;2;1;2;3;2;2;2;1;2;2;4;3;3;3;2;1;2;2;2;2;2;1;2;3;3;2;3;4;3;2;4;1;1;2;3;2;5;2;3;3;-1,1898502585453;-,552290050304022;-,21105053988445;-,574574599765893;-1,97856148458057;-,00873642929691558;-,480468645398516;3,60979228486647;2,28571428571429;3,75;3,41211451769608E-15;-,817757371324732;-,671975326007045;3;2;-,570074336498017;-,663765184025868;,0495962469912075;-2,48678038421796;2,6;2,55555555555556;2,28571428571429;2,28571428571429
3;1;3;5;2;1;3;2;1;3;4;3;2;4;2;3;1;3;3; ;3;1;2; ;2;3;4;3;4;3;2;3;2;1;2;4;1;5;1;2;2;2;5;2;5; ;1;2;2;1;3;2;1;2;4;-1,20284019515428;-,172245349899107;-,709818013743678;-,14515943262453;-2,33914692871927;-,646642083956014;,698613046062067;3,60979228486647;2,91645781119465;3,5;3,41211451769608E-15;-5,75760527393582E-16;-1,07096067582373;3;2; ; ; ; ;3;2,88888888888889; ;2,71428571428571
4;2;3;5;2;1;5;5;3;4;5;5;4;4;4;4;2;2;4;3;4;3;1;4;5;5;3;4;5;4;4;4;4;4;3;5;1;3;2;3;3;3;3;4;4;1;1;3;4;2;4;4;1;4;4;,603535582157438;-,0276278023581752;,69032511455451;-,456607702258767;-,367676826166515;-1,06433630327276;,840938211211652;4,2;3,14285714285714;4,75;,64782875299933;,293526155800002;,923966073259706;4;1;-,28706470792057;,436929191340919;-,543228591397489;-,161605942163335;3,8;4;1,71428571428571;3,71428571428571
5;1;3;5;2;1;5;5;4;5;5;5;4;5;4;4;2;1;5;4;5;4;2;4;5;5;4;4;5;5;3;5;4;4;4;5;1;3;1;2;4;5;5;4;2;1;1;4;5;2;4;5;1;4;5;,16075231630635;1,13755591058222;1,0951551894717;,122659713054245;,513854554239267;-1,11010575248874;,235352395396621;4,2;4;5;,64782875299933;1,40480968292473;1,32295142307639;4;1;,683299013441894;,357224742085438;-,742599622734957;,150286302546996;4,4;4,22222222222222;1,42857142857143;4,28571428571429
7;2;3;5;2;1;4;4;1;3;4;4;3;3;4;4;2;3;3;2;2;4;1;4;4;4;3;4;4;4;3;3;2;4;3;4;1;3;3;2;4;4;4;3;4;2;4;4;4;4;4;5;2;3;4;,599910495178068;-,578128390643334;-,654748507357694;-,44086842159848;-,0632066942183386;,592133483457693;,337257531523722;3,8;2,57142857142857;3,75;,208777390986714;-,44732952894982;-,671975326007045;3;2;,0945823977130446;,298324665817992;,964982266708783;-,559495197041275;4;3,66666666666667;2,42857142857143;3,28571428571429
8;2;3;5;2;8;4;4;1;5;5;5; ;4;4;4;2;2;2;1;4;2;1;4;5;5;4;5;5;4;1;4;1;2;1;5;1;5;1;4;4;1;5;5;1;1;1;4;4;1;5;5;1;5;5;,716956795395788;-1,18456252298147;,994916957492764;1,21983058295011;-1,15102089941229;-1,40949427191938;-,549005961365958;3,60979228486647;2,42857142857143;4,75;3,41211451769608E-15;-,632543450137276;,923966073259706;3;2;1,49247365734448;-1,03634742766475;-,857561807466701;-,943491762094565;4,2;3,55555555555556;2;3,42857142857143
9;2;3;5;2;1;4;5;1;4;5; ;4;3;3;3;1;3;2;2;5;1;1;2;4;4;4;5;5;5;5;4;3;4;2;5;3;3;2;1;5;5;4;4;2;2;3;2;3;1;5;3;2;4;3;-,171798033765316;-1,20271127256419;,215711741721783;,347411025112094;1,64406376625302;1,07471562738097;-,612178548103755;3,2;2,14285714285714;4,17105263157895;-,449799652032208;-1,00297129251219;8,5048842596085E-15;3;2;-,134268855282456;-,971559975847376;,480127114723462;1,90001969837717;4;3,33333333333333;2,28571428571429;4,71428571428571
10;2;3;5;2;1;4;5;2;4;5;5;5;4;4;4;1;2;3;4;5;2;1;4;5;4;5;4;5;5;5;5;3;5;5;5;1; ;3;1;4;4;5;4;3;1;1;5;4;3;5;5;1;5;5;,729696966719668;-,244629168711632;,626056944953096;-,00377458814225929;,686127930454944;-,975913142172658;,984638391062097;4,4;3;4,5;,867354434005637;,108312234612546;,524980723443018;4;1; ; ; ; ;4,8;4,44444444444444; ;4,28571428571429
11;2;3;5;2;1;5;4;2;4;4;5;3;4;5;4;2;2;4;3;4;4;1;5;5;4;4;5;5;5;3;5;5;5;5;4;2;1;1;1;5;5;5;4;5;1;1;5;5;1;5;4;1;5;5;,82368224945284;,176170653768227;,177523658208003;,851956211172607;,263492392869367;-,25735590182004;1,39588741403868;4,4;3,28571428571429;4,25;,867354434005637;,478740076987457;,12599537362633;4;1;,472928369902436;1,3641269058683;-,647737426412681;,563946625294659;5;4,77777777777778;1,14285714285714;4,57142857142857
12;1;3;5;2;1;4;4;1;3; ;4;4;3;3;3;2;3;3;3;3; ; ;2;4;3;3;5;5;5;1;5;2;4;2;5;2;3;2;2;3;3;5;3;4;3; ;3;4;2;4;3;3;4;3;-,101466099220188;-,473078251522472;-,734458920411036;1,28738642609613;-1,47570163635437;,452815091461381;,684681725378959;3,2;2,91645781119465;4,17105263157895;-,449799652032208;-5,75760527393582E-16;8,5048842596085E-15;3;2; ; ; ; ;4,4;3,44444444444444; ;3,42857142857143
13;2;3;5;2;1;4;3;2;5;5;5;3;3;5;3;2;1;5;4;3; ;4;5;3;5;4;5;5;3;4;2;1;5;2;4;3;3;4;2;1;5;5;2;5;1;2;5;5;4;5;3;5;2;5;-,243879362619832;,535606703438495;1,0708839642411;,965915549651899;-1,12567675512605;,827038667408424;,157293605277701;3,8;2,91645781119465;4,5;,208777390986714;-5,75760527393582E-16;,524980723443018;3;2;,831921354894389;,0198631721608019;1,7097968939457;-,875653946836356;5;3,55555555555556;2,85714285714286;2,71428571428571
14;1;3;5;2;1;5;4;1;3;5;5;2;4;5;3;2;4;2;3;1;2;1;4;5;4;4;4;5;4;3;4;3;4;2;4;1;2;1;2;4;3;5;4;2;2;1;2;4;2;3;3;2;4;4;,299580317585;-,90369022769233;,680141626997722;,550319211972265;-,310675619869941;-,696167310719705;-,460833680666939;3,8;2,42857142857143;4,5;,208777390986714;-,632543450137276;,524980723443018;3;2;,29809320328918;-,756941658525637;-,587174111456304;-,19960991456272;4;3,22222222222222;1,57142857142857;3,71428571428571
15;2;3;5;2;1;4;4;2;5;5;4;4;4;5;5;2;2;4;5;5;4;1;5;5;5;4;4;5;5;1;5;5;4;1;5;2;3;1;5;5;5;5;3;5;1;2;4;4;3;5;5;1;5;5;1,05705028522561;,598205174412813;,46292532625097;,65738961657098;-,221366924613596;-,22034198120639;,697465971202617;4,8;3,71428571428571;4,5;1,30640579601825;1,03438184054982;,524980723443018;4;1;1,53640034989913;1,05879562763434;,276424810721667;-1,17643515569335;4,4;4,44444444444444;2,14285714285714;3,85714285714286
16;1;3;5;2;1;3;2;2;4;5;4;3;5;4; ;2;3;4;3;1;5;1;4;4;4;3;4;5;3;5;4;3;5;3;4;3;3;3;1;4;5;5;3;1;1;3;4;4;2;4;3;2;2;5;-,125998700468633;,377963482895516;,437423364474726;,279146281749024;,854190561226728;,937838499972905;-1,2199296205948;3,60979228486647;3,28571428571429;4,5;3,41211451769608E-15;,478740076987457;,524980723443018;3;2;,392443438485137;-1,06745968494491;,692460999232049;1,12247482855507;4,6;3,22222222222222;2,28571428571429;4
18;2;3;5;2;1;5;4;1;4;5;4;2;3;5;4;2;1;2;3;3;2;2; ;4;4;3;5;5;5;4;5;3;4;3;3;3;3;2;2;5;5;5;4;3;1;1;4;3;1;5;3;1;3;5;,333904489324296;-,83410410369547;,00950653977327342;,989158688068668;,941550654337972;,257166096966549;-,670393651264706;3,60979228486647;2,42857142857143;4;3,41211451769608E-15;-,632543450137276;-,272989976190358;3;2;,906266676009578;-,869208529211347;-,00508150802387111;1,11608542948187;4,6;3,44444444444444;1,85714285714286;4,71428571428571
19;2;3;5;2;1;4;4;2;4;5;4;5;5;4;4;1;3;4;2;4;2;1;5;5;5;4;4;4;5;1;5;2;5;2;5;1;2;1;4;4;4;4;3;1;1;1;3;4;2;4;5;2;5;4;1,03834248257993;-,617010399073089;,786554467863638;-,308335458765681;-,295050307500191;-1,4612898860365;-,110202285060639;4,6;2,71428571428571;4,75;1,08688011501194;-,262115607762365;,923966073259706;4;1;,601790414305325;-,150738314865324;-,661393643522306;-,69134661691217;4;3,55555555555556;1,71428571428571;3,71428571428571
20;2;3;5;2;1;5;4;1;2;5;5;3;5;5;5;1;3;3;1;5;4;1;4;5;4;4;5;5;5;1;5;3;5;1;5;1;2;1;3;3;5;4;5;1;1;1;2;3;1;4;5;3;2;4;1,10909875385971;-1,4014079644472;,81174183312508;,435283910063524;,0753502508442615;-1,29620837933834;-1,2821747320851;4,4;2,28571428571429;4,75;,867354434005637;-,817757371324732;,923966073259706;4;2;,666755310702023;-1,15143796758064;-,987320400110881;,104975878966029;4,2;3,11111111111111;1,71428571428571;4,14285714285714
21;1;3;5;2;1;5;4;3;3;5;4;3;3;3;3;2;3;3;1;3;3;3;3;3;4;3;4;4;4;1;4;4;4;2;4;1;1;4;4;3;3;4;5;1;1;1;2;4;1;5;1;1;1;3;-,532278419296937;-,258687590831969;-,239425083400509;-,234691349900848;-,62198528978604;-1,31030626035213;-1,20389368739504;3;2,57142857142857;4;-,669325333038516;-,44732952894982;-,272989976190358;3;2;-,0319500775781306;-1,75163793801433;-,597598584793517;,339170295563823;3,6;2,77777777777778;1,85714285714286;3,57142857142857
22;1;3;5;2;1;5;5;2;5;5;5;3;5;4;3;1;3;5;2;4;5;1;4;3;5;4;5;4;5;4;5;5;4;1;5;2; ;1;1;2;4;4;5;4;1;2;5;5;1;4;5;1;4;5;-,694870901945943;,290137959667539;1,67468415593069;-,0322974005655711;,35792238699597;-,270446674163864;,0614319468188477;3,4;3,42857142857143;5;-,230273971025901;,663953998174913;1,32295142307639;4;2; ; ; ; ;4,4;4,22222222222222; ;4,28571428571429
23;2;3;5;2;1;5;4;3;5;5;5;5;4;5;5;3;1;5;5;5;5;1;5;5;5;4;5;5;5;5;5;5;5;5;5;1;1;1;1;5;4;5;5;5;1;1;5;5;1;5;5;1;5;5;1,14545251322608;1,28509480797574;,620525655234701;,432895415903335;,811705564304976;-,74742967591222;1,54006677480127;5;4,28571428571429;4,75;1,52593147702456;1,77523752529965;,923966073259706;4;1;,114791607418368;1,58421674191954;-,976695682072695;1,04099995904659;5;5;1;4,85714285714286
24;1;3;5;2;1;3;4;1;5;4;4;4;3;5;5;1;2;1;1;5;5;2;5;5;5;4;4;4;5;3;5;3;5;3;5;2;5;3;5;5;4;5;5;1;2;2;5;5;1;5;4;1;5;4;1,75958658541245;-1,09041783716193;-,236639957935202;-,0484139423881523;1,04874226578427;-,152610973706979;-,195796284531383;4,8;2,57142857142857;4;1,30640579601825;-,44732952894982;-,272989976190358;4;1;,995121445100114;-,45488988989706;,86819534692957;1,32733311141042;4,6;3,88888888888889;2,85714285714286;4,57142857142857
25;1;3;5;2;1;2;2;1;5;4;4;2;5;4;5;1;2;2;1;2;4;2;4;4;5;3;2;4;4;5;5;3;4;3;5;4;3;2;4;4;5;5;4;3;2;1;4;5;2;3;5;1;4;5;,466081504436823;-,975931793224386;,455150608550709;-,864910975307611;1,11478581832487;,596390844059953;,387258318963636;3,8;2,42857142857143;4,5;,208777390986714;-,632543450137276;,524980723443018;3;2;-,137948097549576;,672677951367819;,631982044478761;,586365362264789;3,8;4;2,42857142857143;4,42857142857143
1;1;3;5;3;1;5;4;3;4;4;5;4;4;5;3;2;2;5;3;5;3;2;4;4;4;3;4;4;4;3;4;2;3;5;5;1;2;1;1;5;5;5;5;3;1;2;3;5;1;4;3;3;3;3;,331719350631718;,368222442419576;,160970909276609;-,426328693724799;,779075919463932;-,602656232856484;,664560967300504;4;3,28571428571429;4,25;,428303071993022;,478740076987457;,12599537362633;3;2;-,954335403592303;-,0825467288452026;-,459908709376906;1,36898021653047;3,8;3,66666666666667;1,57142857142857;4,42857142857143
2;2;3;5;3;1;4;5;5;5;5;5;5;5;5;4;3;1;5;4;3;4;1;5;5;5;5;5;5;5;3;5;5;5;5;5;1;1;1;5;3;4;5;5;1;1;1;5;5;1;5;5;1;5;5;,669857497222379;1,75889968652135;,890328309637972;,612452094793345;,209730209602191;-1,21450608473962;,350122336239527;4,8;4,42857142857143;5;1,30640579601825;1,9604514464871;1,32295142307639;4;1;1,18759752315459;,709463670140987;-,772584691137642;,0471223056024211;5;4,55555555555556;1,57142857142857;4,28571428571429
3;1;3;5;3;1;2;4;2;4;3;3;3;4;3;1;1;2;3;5;4;5;3;2;2;3;5;3;3;3;3;2;3;3;3;5;3;1;1;1;3;1;3;3;3;3;1;4;4;3;3;4;3;3;4;-1,80618642614442;1,47358710369031;-1,03785431571142;-1,18381353486858;-1,46717859100879;,317854999571478;,891366675078422;2,2;3,57142857142857;3,25;-1,54742805706375;,849167919362369;-1,46994602564042;3;2;-1,65835139949999;1,12251546419465;-,0807619627716165;-1,32890402957906;3,2;3,55555555555556;1,85714285714286;2,57142857142857
4;2;3;5;3;1;4;4;3;4;5;4;3;4;5;5;5;1;5;3;5;2;1;4;5;5;4;5;5;5;5;5;5;5;5;5;4;1;2;1;3;3;5;4;5;2;1;2;3;5;5;5;2;3;4;,785892914588738;,903778610735886;,083999495482699;,962473581079287;-,227600453511809;,988878390641288;1,35449073012849;4,4;3,71428571428571;4,5;,867354434005637;1,03438184054982;,524980723443018;4;1;,212271185383927;1,67382864591323;,330690981651279;-,682947897110328;4,4;4,44444444444444;1,85714285714286;3,71428571428571
5;1;3;5;3;1;5;3;1;3;5;5;3;5;4;2;1;5;1;1;1;1;1;1;4;5;3;3;1;4;4;5;3;5;1;5;1;5;1;1;1;5;1;5;1;1;3;3;1;1;5;3;1;1;3;-,494073648947303;-2,0565735519226;1,30913798427483;-3,74185378701646;1,25207352533593;-,858160052200651;-1,07368826507055;2,8;1,57142857142857;5;-,888851014044823;-1,74382697726201;1,32295142307639;3;2;-2,79796297101178;-,979754409315896;-,889196216694353;1,92152555845173;2,6;2,55555555555556;1,85714285714286;4,14285714285714
6;1;3;5;3;1;4;4;3;4;5;4;5;4;5;5;3;2;4;3;5;2;1;4;5;5;3;5;5;5;3;5;4;5;4;5;1;1;1;1;4;5;5;4;2;1;1;2;5;1;5;4;1;5;5;1,41820787088375;-,0028196368568645;,0404207174755768;,583722646626743;,418518138168674;-1,04048106841898;,392681479311661;4,8;3,14285714285714;4,5;1,30640579601825;,293526155800002;,524980723443018;4;1;,442311654129037;,303760379220945;-1,35609519464402;,443690822189019;4,4;4,33333333333333;1;4,42857142857143
8;2;3;5;3;1;4;4;5;5;5;5;4;5;5; ;3;1;5;1;3;1;1;5;5;5;3;5;5;5;3;5;5;5;5;5;1;1;5;1;5;5;5;5;1;1;1;5;5;1;5;5;1;5;5;,676462283974669;,36328831280804;,963899979531427;,512965035246453;,989230124353898;-1,11240619773508;,23086485204202;3,60979228486647;3,28571428571429;5;3,41211451769608E-15;,478740076987457;1,32295142307639;4;2;,880782393314244;,300228111401709;-,442513445250102;1,15685078106161;5;4,55555555555556;1,57142857142857;4,71428571428571
9;2;3;5;3;1;1;4;2;4;5;5;2;4;5;4;1;2; ;1;2;2;1;3;5;5;1;5;5;5;3;5;4;2;4;5;1;2;1;1;5;2;5;5;1;1;1;2;5;1;5;5;1;5;5;,579142805211988;-1,66448743437468;,996319877008628;,787811417966932;,140468664937855;-1,24143880683526;,0719262738967349;3,8;2,91645781119465;4,75;,208777390986714;-5,75760527393582E-16;,923966073259706;3;2;,301852586312226;,152164000873795;-1,66614339061135;,145261274495138;3,8;4,33333333333333;1,14285714285714;4,28571428571429
10;1;3;5;3;1;4;3;4;3;5;4;1;3;4;3;5;2;4;3;4;2;1;4;2;4;5;5;5;5;4;5;5;4;5;5;4;4;5;4;5;4;4;4;5;4;4;4;4;5;4;5;5;4;5;-1,32028380861199;1,70093728359604;-,294926408119291;,70857821890224;,511071340261031;2,75520056790859;1,48560601990658;2,8;3,71428571428571;4;-,888851014044823;1,03438184054982;-,272989976190358;3;2;,586970615239866;2,02321485467936;3,31863143256245;-,127409450769447;4,4;4,66666666666667;4,28571428571429;4
11;2;3;5;3;1;5;5;2;2;5;4;4;5;4;3;1;2;2;4;4;3;2;4;5;5;2;4;5;4;5;5;3;5; ;2;1;3;1;1;3;1;5;3;5;1;1;4;4;1;5;5;2;4;4;,637130741305685;-,910072661631113;,343613610338503;,712590933447539;-1,10182239343923;-,597738746668617;,317225769907385;4;2,28571428571429;4,75;,428303071993022;-,817757371324732;,923966073259706;3;2; ; ; ; ;4,6; ;1,42857142857143;3,71428571428571
13;1;3;5;3;1;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;5;1;5;5;0;0;0;,0462510711676369;,0119491693436468;-,0544744144486349;,263685179516085;3,60979228486647;2,91645781119465;4,17105263157895;3,41211451769608E-15;-5,75760527393582E-16;8,5048842596085E-15;3;2; ; ; ; ; ; ; ; 
14;1;3;5;3;1;3;3;1;5;5;5;5;5;5;5;1;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1; ;5;1;5;5;1;5;5;1,09220141570451;,415689073286795;1,43515535161799;,353521880443637;1,10939011139966;-,709131198079849;1,49419627816893;5;3,85714285714286;5;1,52593147702456;1,21959576173728;1,32295142307639;4;1; ; ; ; ; ;5;1;5
