name,InDegree,OutDegree,Closeness_total,Betweenness,Eigen,Diffusion.degree,Coreness,Cross_clique_connectivity
332,0,1,0.000685400959561344,0,0.00023473455456897,4,1,2
333,0,2,0.000973709834469328,7.8757112702849,0.0155463826580735,604,2,3
334,2,0,0.000777604976671851,0.493532309652757,0.0105097191606741,184,2,4
335,4,2,0.000989119683481701,6.24012914392577,0.0382938278878068,730,6,10
336,9,3,0.0010515247108307,377.595179036057,0.0433613070148398,1265,9,52
337,3,1,0.000978473581213307,187.504454217195,0.015345372139937,602,3,5
338,1,3,0.000977517106549365,0,0.0457660739695404,615,4,4
339,1,1,0.000979431929480901,14.2349766026836,0.0171103118747307,625,2,4
340,1,2,0.000973709834469328,197.170845312337,0.0152022422185721,592,2,5
341,9,2,0.000880281690140845,86.0695398949371,0.033151438384863,620,9,34
342,3,1,0.000975609756097561,328.690982116726,0.0164979346191102,608,3,7
343,1,1,0.000972762645914397,0,0.0151315397141079,586,2,4
344,1,1,0.000972762645914397,97.7934608551063,0.0149227508145971,586,2,3
345,2,1,0.000978473581213307,32.398565958989,0.0181619796341283,642,3,8
346,1,2,0.000973709834469328,0,0.0298459920289276,589,3,3
347,2,3,0.00103412616339193,198.491060733773,0.0335603555128717,1052,4,13
348,0,1,0.000734753857457752,0,0.00334132680456964,54,1,2
349,0,1,0.000734753857457752,0,0.00334132680456964,54,1,2
350,5,1,0.00099403578528827,35.0007894404608,0.0199309942978448,704,6,12
351,5,1,0.000851788756388416,23.5528728075574,0.024913915802432,411,6,7
352,0,1,0.000732600732600733,0,0.0012767329427737,31,1,2
353,0,2,0.000746825989544436,0.804040404040404,0.00356352961951641,60,2,3
354,0,3,0.00101729399796541,0,0.0258264740715063,928,3,8
355,1,3,0.000971817298347911,74.4734699597897,0.0452013106820244,590,4,4
356,3,2,0.000979431929480901,4.55957490577056,0.0326373140220012,629,4,10
357,0,2,0.000973709834469328,51.7845916501797,0.0153809123957097,589,2,3
358,1,1,0.000982318271119843,0,0.0184348427390301,648,2,4
359,0,1,0.000697350069735007,0,0.000776569971501878,10,1,2
360,0,4,0.00098135426889107,44.9757778562026,0.0164609490483453,631,4,7
361,1,20,0.000840336134453782,337.151499781713,0.0231037658830745,445,10,35
362,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
363,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
364,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
365,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
366,0,2,0.000970873786407767,0,0.0298099020763394,583,2,2
367,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
368,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
369,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
370,0,1,0.000710227272727273,0,0.000518083689628426,11,1,2
371,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
372,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
373,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
374,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
375,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
376,0,3,0.00101419878296146,0,0.0402321563139098,916,3,4
377,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
378,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
379,0,2,0.00101419878296146,0,0.0253272052757401,915,2,4
380,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
381,0,1,0.000970873786407767,0,0.0149049510381697,582,1,2
